id,name,rarity,greenSeed,purpleSeed,redSeed,blueSeed,yellowSeed,epicSeed,akuSeed,elderSeed,goldSeed,greenFruit,purpleFruit,redFruit,blueFruit,yellowFruit,epicFruit,akuFruit,elderFruit,goldFruit,purpleBehemothStone,redBehemothStone,blueBehemothStone,greenBehemothStone,yellowBehemothStone,epicBehemothStone,purpleBehemothGem,redBehemothGem,blueBehemothGem,greenBehemothGem,yellowBehemothGem
39,Apple Cat,super_rare,0,0,0,0,0,0,0,0,0,1,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Bath Cat,super_rare,0,0,0,0,0,0,0,0,0,1,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Sushi Cat,super_rare,0,0,0,0,0,0,0,0,0,1,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Cat Base Mini,super_rare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Juliet Cat,super_rare,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Weightlifter Cat,super_rare,0,0,0,0,0,0,0,0,0,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Figure Skating Cats,super_rare,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,Cat Toaster,super_rare,0,0,0,0,0,0,0,0,0,2,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Surfer Cat,super_rare,0,0,0,0,0,0,0,0,0,1,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Freshman Cat Jobs,super_rare,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Sniper the Recruit,super_rare,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Rich Cat III,super_rare,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Vaulter Cat,super_rare,0,0,0,0,0,0,0,0,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Fencer Cat,super_rare,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Nymph Cat,super_rare,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Driller Cat,super_rare,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Piledriver Cat,super_rare,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Cutter Cat,super_rare,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Backhoe Cat,super_rare,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Miter Saw Cat,super_rare,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Years-End Neneko,super_rare,3,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Valentine's Neneko,super_rare,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
228,Gloomy Neneko,super_rare,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Easter Neneko,super_rare,0,0,1,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Sunny Neneko,super_rare,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Suntan Cat,super_rare,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Lifeguard Cats,super_rare,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
129,Gold Cat,super_rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
706,Ancient Egg: N108,super_rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
716,Ancient Egg: N111,super_rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
68,Reaper,super_rare,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Yurinchi,super_rare,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Orthos,super_rare,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Baby Mola,super_rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Aoi Hayakawa,super_rare,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Mizuki Tachibana,super_rare,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Hijiri Rokudo,super_rare,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Asuka Langley,super_rare,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Rei Ayanami,super_rare,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
